hours_studied,previous_scores,extracurricular_activities,sleep_hours,sample_question_papers_practiced,performance_index,total_study_hours_proxy,g_avg
2,57,0,5,5,35.0,3.0,57
6,61,0,6,0,48.0,6.0,61
9,89,0,7,9,82.0,17.099999999999998,89
9,49,0,8,9,48.0,17.099999999999998,49
8,93,0,7,3,86.0,10.4,93
3,89,0,9,3,69.0,3.9000000000000004,89
3,72,1,4,0,50.0,3.0,72
2,46,0,6,1,22.0,2.2,46
5,42,1,6,9,25.0,9.5,42
4,53,1,7,4,33.0,5.6,53
7,83,0,6,1,71.0,7.700000000000001,83
4,85,1,7,2,70.0,4.8,85
9,75,0,4,8,71.0,16.2,75
2,52,0,4,4,28.0,2.8,52
6,55,1,7,0,44.0,6.0,55
7,55,0,5,4,46.0,9.799999999999999,55
4,93,1,5,2,76.0,4.8,93
6,44,1,4,0,29.0,6.0,44
7,91,0,8,2,84.0,8.4,91
4,64,1,5,5,47.0,6.0,64
8,77,1,7,9,70.0,15.2,77
9,77,0,4,4,73.0,12.6,77
1,89,1,6,0,63.0,1.0,89
7,77,0,6,1,68.0,7.700000000000001,77
9,78,0,5,4,74.0,12.6,78
5,95,0,8,8,82.0,9.0,95
2,95,0,9,4,77.0,2.8,95
6,87,1,5,4,77.0,8.399999999999999,87
7,80,0,8,0,71.0,7.0,80
2,65,1,5,4,39.0,2.8,65
2,98,1,6,7,77.0,3.4,98
1,52,0,8,8,25.0,1.8,52
4,83,0,6,9,63.0,7.6,83
7,90,0,7,2,80.0,8.4,90
9,65,1,7,3,62.0,11.700000000000001,65
3,94,0,4,6,75.0,4.800000000000001,94
7,94,1,6,6,88.0,11.200000000000001,94
7,40,0,6,0,31.0,7.0,40
7,47,0,4,5,36.0,10.5,47
2,43,1,7,8,21.0,3.6,43
6,60,1,7,4,50.0,8.399999999999999,60
2,61,0,8,7,40.0,3.4,61
6,90,0,8,9,81.0,11.399999999999999,90
3,92,0,9,8,75.0,5.4,92
2,97,1,7,9,76.0,3.8,97
6,76,0,9,9,66.0,11.399999999999999,76
2,88,0,5,2,59.0,2.4,88
5,42,1,6,0,26.0,5.0,42
2,58,0,8,1,33.0,2.2,58
3,40,1,5,4,19.0,4.199999999999999,40
3,68,1,8,9,49.0,5.699999999999999,68
6,62,0,4,6,50.0,9.600000000000001,62
6,72,0,6,5,56.0,9.0,72
3,94,1,9,3,74.0,3.9000000000000004,94
3,91,1,9,8,72.0,5.4,91
1,80,0,8,3,53.0,1.3,80
7,62,1,7,2,60.0,8.4,62
8,44,1,9,4,35.0,11.2,44
2,46,0,4,3,22.0,2.6,46
4,96,1,4,1,80.0,4.4,96
7,97,1,7,2,88.0,8.4,97
8,45,1,4,6,39.0,12.8,45
1,88,1,6,1,63.0,1.1,88
4,61,1,8,0,44.0,4.0,61
6,88,1,4,1,72.0,6.6000000000000005,88
3,52,0,6,7,33.0,5.1,52
5,51,0,7,7,39.0,8.5,51
9,43,0,8,9,45.0,17.099999999999998,43
3,47,0,7,1,23.0,3.3000000000000003,47
5,76,1,8,5,63.0,7.5,76
8,70,0,4,6,63.0,12.8,70
6,76,1,4,0,63.0,6.0,76
4,84,0,8,6,64.0,6.4,84
8,65,1,6,7,62.0,13.6,65
3,82,0,6,8,64.0,5.4,82
3,47,1,6,7,28.0,5.1,47
4,79,0,5,2,60.0,4.8,79
9,72,0,9,7,70.0,15.299999999999999,72
5,84,0,9,2,70.0,6.0,84
8,68,0,9,5,60.0,12.0,68
6,44,0,6,3,33.0,7.800000000000001,44
3,67,1,4,6,46.0,4.800000000000001,67
8,92,0,5,7,88.0,13.6,92
9,79,1,6,9,78.0,17.099999999999998,79
8,56,0,4,5,47.0,12.0,56
4,94,0,5,9,75.0,7.6,94
6,62,0,4,3,51.0,7.800000000000001,62
1,84,1,8,7,61.0,1.7,84
4,48,0,4,6,29.0,6.4,48
8,41,0,5,9,36.0,15.2,41
1,71,1,6,7,44.0,1.7,71
3,90,1,9,9,75.0,5.699999999999999,90
1,91,1,5,6,63.0,1.6,91
9,88,1,6,2,85.0,10.799999999999999,88
2,70,0,6,2,46.0,2.4,70
9,46,1,7,8,44.0,16.2,46
4,69,1,8,6,55.0,6.4,69
2,97,0,7,0,76.0,2.0,97
4,42,1,9,2,25.0,4.8,42
6,90,1,5,0,74.0,6.0,90
7,90,1,7,5,79.0,10.5,90
3,95,0,9,1,75.0,3.3000000000000003,95
3,48,1,6,6,28.0,4.800000000000001,48
8,49,1,5,7,44.0,13.6,49
5,85,1,7,5,72.0,7.5,85
4,89,0,4,4,72.0,5.6,89
7,97,0,9,9,94.0,13.299999999999999,97
7,86,1,9,3,79.0,9.1,86
9,65,0,8,8,64.0,16.2,65
9,40,1,4,7,35.0,15.299999999999999,40
5,69,0,5,4,54.0,7.0,69
8,96,0,7,0,90.0,8.0,96
1,77,1,6,7,52.0,1.7,77
9,54,1,7,7,50.0,15.299999999999999,54
8,64,1,5,6,58.0,12.8,64
6,45,0,5,6,33.0,9.600000000000001,45
3,57,1,5,7,38.0,5.1,57
3,40,0,5,0,17.0,3.0,40
8,95,0,9,2,90.0,9.6,95
5,42,1,7,3,32.0,6.5,42
7,56,0,4,5,46.0,10.5,56
5,87,0,6,9,76.0,9.5,87
8,47,1,6,9,45.0,15.2,47
4,99,0,8,8,81.0,7.2,99
2,88,0,9,3,66.0,2.6,88
3,79,1,5,5,59.0,4.5,79
8,56,1,5,8,54.0,14.4,56
7,64,1,5,8,59.0,12.6,64
2,80,0,9,5,55.0,3.0,80
6,51,0,4,4,36.0,8.399999999999999,51
9,68,0,5,2,66.0,10.799999999999999,68
4,64,1,8,4,47.0,5.6,64
9,90,0,8,2,89.0,10.799999999999999,90
2,75,0,4,4,50.0,2.8,75
2,92,0,9,9,69.0,3.8,92
9,93,1,5,9,94.0,17.099999999999998,93
7,64,1,7,0,54.0,7.0,64
7,68,1,7,5,60.0,10.5,68
1,50,0,6,6,22.0,1.6,50
6,99,0,4,1,84.0,6.6000000000000005,99
7,43,1,7,2,34.0,8.4,43
6,53,1,6,9,40.0,11.399999999999999,53
6,85,0,8,8,78.0,10.8,85
2,77,1,6,7,56.0,3.4,77
6,56,0,5,3,45.0,7.800000000000001,56
4,41,1,5,7,23.0,6.8,41
9,47,1,8,7,45.0,15.299999999999999,47
1,75,1,4,5,50.0,1.5,75
8,49,0,9,0,37.0,8.0,49
5,46,1,5,1,29.0,5.5,46
1,75,0,5,3,44.0,1.3,75
4,55,1,6,3,38.0,5.2,55
1,53,1,6,1,24.0,1.1,53
6,55,0,6,8,43.0,10.8,55
2,64,0,7,1,39.0,2.2,64
5,80,1,8,5,70.0,7.5,80
7,43,0,4,4,37.0,9.799999999999999,43
2,68,1,6,3,47.0,2.6,68
6,95,0,4,5,85.0,9.0,95
6,45,0,6,3,32.0,7.800000000000001,45
5,40,1,5,8,24.0,9.0,40
5,78,1,4,9,60.0,9.5,78
3,40,0,7,6,20.0,4.800000000000001,40
2,90,0,6,2,66.0,2.4,90
7,79,1,9,9,74.0,13.299999999999999,79
1,96,0,8,3,70.0,1.3,96
6,42,0,5,0,25.0,6.0,42
6,40,0,6,5,25.0,9.0,40
3,40,0,4,1,20.0,3.3000000000000003,40
2,78,1,6,3,59.0,2.6,78
2,60,1,5,4,33.0,2.8,60
9,84,0,8,7,81.0,15.299999999999999,84
5,69,0,8,2,51.0,6.0,69
7,71,1,8,5,64.0,10.5,71
5,72,0,9,0,58.0,5.0,72
7,87,0,5,8,78.0,12.6,87
4,61,0,9,0,43.0,4.0,61
8,69,0,9,1,64.0,8.8,69
7,93,0,6,0,85.0,7.0,93
5,85,1,5,7,73.0,8.5,85
6,43,0,5,3,32.0,7.800000000000001,43
5,62,0,6,1,46.0,5.5,62
7,94,0,7,6,85.0,11.200000000000001,94
2,83,1,9,7,64.0,3.4,83
5,64,0,8,8,50.0,9.0,64
3,51,0,4,4,29.0,4.199999999999999,51
9,56,1,9,2,53.0,10.799999999999999,56
6,92,1,4,0,83.0,6.0,92
3,54,1,6,7,36.0,5.1,54
7,49,1,4,5,37.0,10.5,49
4,74,0,7,4,57.0,5.6,74
3,94,0,5,6,75.0,4.800000000000001,94
8,91,0,8,4,84.0,11.2,91
4,91,1,4,3,74.0,5.2,91
1,68,0,4,4,40.0,1.4,68
6,51,1,6,6,37.0,9.600000000000001,51
1,40,1,6,5,11.0,1.5,40
5,40,0,5,9,28.0,9.5,40
7,49,1,8,9,40.0,13.299999999999999,49
6,57,1,4,8,47.0,10.8,57
2,86,0,5,9,65.0,3.8,86
4,41,0,8,1,22.0,4.4,41
2,88,1,5,6,66.0,3.2,88
1,47,0,4,0,19.0,1.0,47
3,61,0,6,7,43.0,5.1,61
3,61,1,6,3,41.0,3.9000000000000004,61
7,65,1,6,7,56.0,11.9,65
1,65,0,7,7,42.0,1.7,65
9,48,0,5,3,45.0,11.700000000000001,48
6,60,1,4,3,46.0,7.800000000000001,60
4,70,0,5,4,51.0,5.6,70
3,91,1,6,6,74.0,4.800000000000001,91
3,82,1,9,5,67.0,4.5,82
2,45,0,9,0,21.0,2.0,45
2,95,0,5,5,73.0,3.0,95
5,53,0,8,2,39.0,6.0,53
9,72,0,9,8,69.0,16.2,72
2,46,0,9,2,24.0,2.4,46
2,63,1,5,8,36.0,3.6,63
6,48,0,7,4,38.0,8.399999999999999,48
2,50,1,7,9,29.0,3.8,50
4,95,0,6,7,72.0,6.8,95
6,62,1,4,8,48.0,10.8,62
5,87,0,8,8,71.0,9.0,87
1,90,0,4,6,61.0,1.6,90
6,41,1,4,9,29.0,11.399999999999999,41
1,54,0,8,0,31.0,1.0,54
3,74,0,7,7,56.0,5.1,74
5,75,1,9,6,62.0,8.0,75
5,91,1,6,3,78.0,6.5,91
6,93,1,5,5,83.0,9.0,93
8,67,0,7,9,65.0,15.2,67
5,78,1,6,1,65.0,5.5,78
1,83,1,9,3,59.0,1.3,83
5,43,0,7,7,26.0,8.5,43
3,49,0,8,3,32.0,3.9000000000000004,49
4,45,0,4,9,27.0,7.6,45
8,96,0,8,3,89.0,10.4,96
7,69,0,9,3,57.0,9.1,69
5,93,0,5,9,77.0,9.5,93
2,85,1,8,8,65.0,3.6,85
6,74,1,9,1,63.0,6.6000000000000005,74
6,88,0,4,6,78.0,9.600000000000001,88
6,82,1,7,2,74.0,7.199999999999999,82
9,49,1,6,3,41.0,11.700000000000001,49
8,97,1,9,0,90.0,8.0,97
8,92,1,9,2,88.0,9.6,92
1,71,0,5,1,47.0,1.1,71
5,81,0,7,9,66.0,9.5,81
7,81,1,9,6,75.0,11.200000000000001,81
6,42,0,9,5,29.0,9.0,42
5,95,1,6,0,80.0,5.0,95
8,65,1,4,7,59.0,13.6,65
3,54,0,8,8,34.0,5.4,54
6,56,1,7,0,47.0,6.0,56
5,66,0,6,4,53.0,7.0,66
8,57,0,6,6,50.0,12.8,57
4,90,0,8,1,72.0,4.4,90
8,58,0,7,5,54.0,12.0,58
2,51,0,7,7,28.0,3.4,51
9,63,0,4,7,59.0,15.299999999999999,63
9,44,0,7,9,40.0,17.099999999999998,44
6,63,0,9,9,55.0,11.399999999999999,63
4,66,0,8,7,49.0,6.8,66
4,87,1,7,5,70.0,6.0,87
6,69,0,4,5,57.0,9.0,69
5,54,1,6,2,39.0,6.0,54
6,86,0,9,1,75.0,6.6000000000000005,86
7,98,1,7,4,87.0,9.799999999999999,98
7,77,0,8,8,70.0,12.6,77
9,83,0,7,3,76.0,11.700000000000001,83
8,73,0,5,4,68.0,11.2,73
6,66,1,4,5,53.0,9.0,66
6,59,1,6,5,48.0,9.0,59
5,80,0,5,3,63.0,6.5,80
1,71,1,8,3,47.0,1.3,71
9,43,0,7,7,38.0,15.299999999999999,43
9,44,1,4,4,43.0,12.6,44
9,92,1,9,4,90.0,12.6,92
8,97,1,7,8,95.0,14.4,97
3,47,0,7,3,24.0,3.9000000000000004,47
1,61,1,7,6,35.0,1.6,61
8,81,1,9,4,75.0,11.2,81
7,46,0,7,8,37.0,12.6,46
5,61,0,4,7,46.0,8.5,61
7,85,1,9,7,80.0,11.9,85
4,69,1,9,9,55.0,7.6,69
9,76,0,5,9,71.0,17.099999999999998,76
2,55,0,8,2,32.0,2.4,55
9,54,0,9,8,51.0,16.2,54
9,44,0,5,7,43.0,15.299999999999999,44
5,42,0,4,2,23.0,6.0,42
1,62,1,8,9,37.0,1.9,62
7,49,0,9,0,40.0,7.0,49
4,44,0,6,4,24.0,5.6,44
9,62,1,5,3,60.0,11.700000000000001,62
6,54,0,4,7,44.0,10.2,54
3,57,0,4,5,34.0,4.5,57
6,64,0,4,9,51.0,11.399999999999999,64
6,47,1,8,4,39.0,8.399999999999999,47
5,70,0,7,8,57.0,9.0,70
2,60,0,6,5,36.0,3.0,60
2,41,0,8,2,16.0,2.4,41
7,61,0,8,5,52.0,10.5,61
2,47,1,9,3,25.0,2.6,47
6,62,1,5,4,51.0,8.399999999999999,62
5,71,0,6,5,56.0,7.5,71
4,47,0,4,8,27.0,7.2,47
7,43,0,8,2,33.0,8.4,43
8,69,0,6,0,60.0,8.0,69
4,58,0,5,1,39.0,4.4,58
1,62,0,7,7,41.0,1.7,62
1,57,0,6,3,35.0,1.3,57
1,92,1,4,6,67.0,1.6,92
1,68,0,8,1,39.0,1.1,68
5,62,1,7,9,51.0,9.5,62
4,72,1,5,7,56.0,6.8,72
9,91,0,4,9,93.0,17.099999999999998,91
3,86,1,7,8,68.0,5.4,86
7,57,1,9,6,49.0,11.200000000000001,57
8,93,1,9,9,88.0,15.2,93
6,83,0,5,0,72.0,6.0,83
1,72,1,4,1,44.0,1.1,72
8,46,1,8,8,41.0,14.4,46
3,90,0,5,9,69.0,5.699999999999999,90
8,67,0,7,6,66.0,12.8,67
4,40,1,4,2,20.0,4.8,40
8,95,0,9,4,92.0,11.2,95
1,78,0,9,0,53.0,1.0,78
3,73,1,6,9,50.0,5.699999999999999,73
6,78,1,4,2,70.0,7.199999999999999,78
9,58,1,7,3,51.0,11.700000000000001,58
2,70,0,7,3,45.0,2.6,70
1,52,1,6,6,25.0,1.6,52
3,96,1,7,4,75.0,4.199999999999999,96
4,63,0,4,8,45.0,7.2,63
5,44,0,9,6,29.0,8.0,44
3,62,0,5,1,43.0,3.3000000000000003,62
2,58,0,9,7,38.0,3.4,58
2,40,1,9,1,16.0,2.2,40
7,72,1,4,6,61.0,11.200000000000001,72
9,98,1,7,4,95.0,12.6,98
2,89,0,6,9,65.0,3.8,89
7,95,1,6,5,85.0,10.5,95
7,72,0,8,3,66.0,9.1,72
7,71,0,6,4,61.0,9.799999999999999,71
3,98,0,6,4,79.0,4.199999999999999,98
7,67,1,7,6,59.0,11.200000000000001,67
1,76,0,5,3,52.0,1.3,76
1,80,1,5,4,56.0,1.4,80
5,51,1,7,3,37.0,6.5,51
2,48,1,6,3,29.0,2.6,48
9,89,0,4,7,84.0,15.299999999999999,89
7,94,1,9,4,87.0,9.799999999999999,94
4,50,1,9,8,36.0,7.2,50
4,72,0,5,4,56.0,5.6,72
2,58,1,7,7,34.0,3.4,58
5,93,0,4,2,77.0,6.0,93
4,96,1,6,6,80.0,6.4,96
1,81,0,7,0,59.0,1.0,81
8,73,0,5,4,68.0,11.2,73
3,46,0,4,1,26.0,3.3000000000000003,46
6,70,0,4,7,57.0,10.2,70
4,91,0,5,5,72.0,6.0,91
9,41,1,4,4,36.0,12.6,41
7,58,1,9,2,51.0,8.4,58
9,77,1,5,0,76.0,9.0,77
3,71,1,9,9,51.0,5.699999999999999,71
1,49,0,7,9,28.0,1.9,49
5,80,0,8,9,69.0,9.5,80
3,47,1,6,9,30.0,5.699999999999999,47
6,65,0,7,7,56.0,10.2,65
8,69,1,9,4,64.0,11.2,69
4,50,0,6,8,33.0,7.2,50
5,80,0,6,6,67.0,8.0,80
5,59,1,9,0,45.0,5.0,59
4,99,1,9,0,84.0,4.0,99
4,59,0,5,6,40.0,6.4,59
4,48,1,8,6,33.0,6.4,48
4,47,1,9,8,31.0,7.2,47
4,99,1,6,1,81.0,4.4,99
5,54,1,6,6,38.0,8.0,54
2,73,0,7,1,48.0,2.2,73
2,63,0,8,9,39.0,3.8,63
9,72,0,8,9,71.0,17.099999999999998,72
2,80,0,6,1,55.0,2.2,80
6,80,1,8,4,70.0,8.399999999999999,80
2,84,1,7,8,65.0,3.6,84
5,79,1,5,8,65.0,9.0,79
4,66,0,6,9,49.0,7.6,66
7,60,0,4,0,49.0,7.0,60
7,44,0,6,6,35.0,11.200000000000001,44
6,74,0,6,9,62.0,11.399999999999999,74
5,60,1,5,9,48.0,9.5,60
1,43,1,9,2,18.0,1.2,43
3,88,1,9,9,70.0,5.699999999999999,88
9,87,0,4,9,83.0,17.099999999999998,87
1,55,0,4,0,29.0,1.0,55
5,96,0,4,1,79.0,5.5,96
2,70,0,9,5,49.0,3.0,70
4,65,0,5,9,49.0,7.6,65
1,91,0,8,1,63.0,1.1,91
3,74,1,4,1,50.0,3.3000000000000003,74
7,45,0,8,3,36.0,9.1,45
3,72,0,7,2,53.0,3.5999999999999996,72
4,60,0,5,7,39.0,6.8,60
2,55,1,8,7,32.0,3.4,55
3,86,1,9,5,69.0,4.5,86
9,78,0,9,3,74.0,11.700000000000001,78
3,73,1,4,6,55.0,4.800000000000001,73
5,81,1,4,8,72.0,9.0,81
2,96,1,8,1,72.0,2.2,96
4,99,0,9,5,86.0,6.0,99
7,54,1,8,6,47.0,11.200000000000001,54
7,45,1,7,0,34.0,7.0,45
3,41,1,5,5,24.0,4.5,41
5,63,0,9,7,51.0,8.5,63
1,95,1,6,6,73.0,1.6,95
1,88,0,9,1,68.0,1.1,88
5,67,1,7,1,52.0,5.5,67
9,40,0,9,3,38.0,11.700000000000001,40
1,40,0,7,4,11.0,1.4,40
1,67,0,9,4,41.0,1.4,67
4,75,0,7,1,57.0,4.4,75
4,59,0,4,6,41.0,6.4,59
2,87,1,8,7,62.0,3.4,87
9,47,1,9,1,48.0,9.9,47
9,40,1,5,3,37.0,11.700000000000001,40
2,65,0,4,2,41.0,2.4,65
9,90,0,7,3,91.0,11.700000000000001,90
6,82,0,5,4,73.0,8.399999999999999,82
8,88,1,4,5,82.0,12.0,88
4,64,0,6,1,44.0,4.4,64
2,49,0,9,9,29.0,3.8,49
2,51,0,9,5,32.0,3.0,51
9,80,0,7,8,78.0,16.2,80
1,46,1,4,7,21.0,1.7,46
7,51,0,4,0,43.0,7.0,51
3,86,0,7,8,69.0,5.4,86
3,79,0,6,9,56.0,5.699999999999999,79
2,56,0,9,1,31.0,2.2,56
6,44,1,8,0,36.0,6.0,44
2,53,0,6,5,30.0,3.0,53
4,73,1,7,0,56.0,4.0,73
9,87,1,8,5,87.0,13.5,87
9,56,0,4,1,54.0,9.9,56
6,74,0,6,6,61.0,9.600000000000001,74
4,94,1,6,6,77.0,6.4,94
7,40,0,9,3,30.0,9.1,40
1,98,0,9,1,69.0,1.1,98
4,89,1,8,6,74.0,6.4,89
5,89,1,4,0,72.0,5.0,89
8,75,1,6,1,71.0,8.8,75
2,54,1,8,1,30.0,2.2,54
5,99,1,6,0,82.0,5.0,99
6,58,1,9,8,51.0,10.8,58
5,90,0,4,5,76.0,7.5,90
9,81,0,4,2,76.0,10.799999999999999,81
1,44,0,5,5,17.0,1.5,44
3,58,0,8,6,40.0,4.800000000000001,58
2,82,0,9,2,63.0,2.4,82
3,78,0,9,3,60.0,3.9000000000000004,78
9,44,0,9,9,44.0,17.099999999999998,44
9,91,0,7,0,87.0,9.0,91
2,51,0,6,5,27.0,3.0,51
3,58,1,4,5,30.0,4.5,58
4,86,1,6,8,68.0,7.2,86
9,51,0,6,1,44.0,9.9,51
3,75,0,7,4,53.0,4.199999999999999,75
7,51,1,4,4,40.0,9.799999999999999,51
3,57,1,5,6,36.0,4.800000000000001,57
7,88,1,9,4,79.0,9.799999999999999,88
7,90,0,8,9,86.0,13.299999999999999,90
9,87,1,6,3,85.0,11.700000000000001,87
2,82,1,7,9,61.0,3.8,82
6,73,1,7,1,63.0,6.6000000000000005,73
9,87,0,8,7,82.0,15.299999999999999,87
2,72,1,8,4,47.0,2.8,72
2,88,0,4,3,66.0,2.6,88
5,57,1,6,8,48.0,9.0,57
8,96,1,6,1,90.0,8.8,96
9,68,0,8,2,70.0,10.799999999999999,68
2,84,1,9,7,64.0,3.4,84
5,44,1,5,3,27.0,6.5,44
7,64,1,6,8,58.0,12.6,64
6,63,0,7,9,48.0,11.399999999999999,63
6,68,0,9,9,57.0,11.399999999999999,68
7,98,0,8,9,90.0,13.299999999999999,98
3,77,1,6,9,56.0,5.699999999999999,77
3,72,0,4,8,50.0,5.4,72
9,49,1,8,9,48.0,17.099999999999998,49
8,76,1,7,8,74.0,14.4,76
5,99,1,4,0,86.0,5.0,99
6,72,1,8,5,59.0,9.0,72
1,62,1,8,9,43.0,1.9,62
1,97,1,6,5,75.0,1.5,97
4,50,1,4,7,32.0,6.8,50
2,63,1,8,6,44.0,3.2,63
7,63,0,9,6,54.0,11.200000000000001,63
2,46,0,7,1,24.0,2.2,46
2,89,1,4,3,61.0,2.6,89
5,60,0,9,0,45.0,5.0,60
4,59,0,6,6,44.0,6.4,59
8,92,0,5,3,84.0,10.4,92
4,49,1,8,8,32.0,7.2,49
6,64,0,5,5,50.0,9.0,64
5,86,1,8,5,73.0,7.5,86
2,75,0,9,8,52.0,3.6,75
8,87,0,6,7,85.0,13.6,87
2,86,0,6,5,61.0,3.0,86
9,54,1,6,5,52.0,13.5,54
9,83,1,6,5,82.0,13.5,83
3,79,1,4,3,57.0,3.9000000000000004,79
4,79,1,4,4,58.0,5.6,79
8,89,1,8,2,83.0,9.6,89
9,45,1,4,8,41.0,16.2,45
3,76,1,8,1,58.0,3.3000000000000003,76
5,41,1,4,6,25.0,8.0,41
8,51,1,4,0,43.0,8.0,51
3,97,0,4,9,74.0,5.699999999999999,97
7,43,0,7,6,34.0,11.200000000000001,43
8,62,1,6,1,58.0,8.8,62
3,52,0,7,4,34.0,4.199999999999999,52
2,56,0,4,0,30.0,2.0,56
7,70,1,4,4,62.0,9.799999999999999,70
9,55,1,7,3,52.0,11.700000000000001,55
1,80,0,9,0,56.0,1.0,80
3,65,1,8,0,45.0,3.0,65
5,67,0,6,6,51.0,8.0,67
3,40,1,8,2,18.0,3.5999999999999996,40
1,86,0,9,9,64.0,1.9,86
7,51,1,6,8,38.0,12.6,51
7,76,0,5,8,69.0,12.6,76
8,94,0,6,9,89.0,15.2,94
5,95,0,8,8,81.0,9.0,95
5,89,0,6,0,76.0,5.0,89
5,59,1,5,3,38.0,6.5,59
1,41,0,5,0,14.0,1.0,41
5,75,1,4,0,62.0,5.0,75
6,54,0,5,8,39.0,10.8,54
1,77,1,7,4,51.0,1.4,77
7,61,0,8,0,53.0,7.0,61
1,83,1,7,2,54.0,1.2,83
2,89,0,9,6,68.0,3.2,89
2,71,0,7,1,53.0,2.2,71
5,98,1,8,3,86.0,6.5,98
7,59,0,9,1,51.0,7.700000000000001,59
1,75,0,7,8,48.0,1.8,75
1,72,0,7,8,50.0,1.8,72
1,54,0,9,6,24.0,1.6,54
6,89,1,7,6,79.0,9.600000000000001,89
2,85,0,5,1,63.0,2.2,85
1,42,1,8,9,13.0,1.9,42
6,68,1,8,7,54.0,10.2,68
2,86,1,8,0,61.0,2.0,86
6,66,1,7,7,58.0,10.2,66
8,44,0,5,4,35.0,11.2,44
2,98,0,8,3,78.0,2.6,98
9,95,1,6,9,95.0,17.099999999999998,95
8,70,0,8,1,61.0,8.8,70
1,61,0,4,2,32.0,1.2,61
7,74,1,6,9,66.0,13.299999999999999,74
6,93,1,8,1,83.0,6.6000000000000005,93
6,46,1,7,3,35.0,7.800000000000001,46
6,45,0,8,2,33.0,7.199999999999999,45
6,65,1,5,4,55.0,8.399999999999999,65
7,93,1,5,6,87.0,11.200000000000001,93
3,40,0,8,8,18.0,5.4,40
6,58,0,7,4,45.0,8.399999999999999,58
3,46,0,7,7,26.0,5.1,46
7,75,0,7,1,66.0,7.700000000000001,75
7,51,0,8,5,44.0,10.5,51
8,59,0,8,7,55.0,13.6,59
2,62,0,4,8,40.0,3.6,62
9,64,0,5,3,61.0,11.700000000000001,64
5,69,1,6,3,54.0,6.5,69
9,98,0,6,6,95.0,14.4,98
5,68,1,5,3,56.0,6.5,68
7,70,0,9,4,61.0,9.799999999999999,70
9,57,0,4,1,53.0,9.9,57
4,80,1,5,1,60.0,4.4,80
2,58,0,4,9,35.0,3.8,58
9,93,1,9,4,93.0,12.6,93
2,43,0,4,9,20.0,3.8,43
3,40,1,7,9,24.0,5.699999999999999,40
2,80,1,5,1,54.0,2.2,80
3,98,0,6,5,78.0,4.5,98
6,54,1,8,5,45.0,9.0,54
3,93,1,9,7,77.0,5.1,93
8,47,0,9,0,40.0,8.0,47
6,54,0,8,6,44.0,9.600000000000001,54
7,54,1,5,6,45.0,11.200000000000001,54
1,89,0,8,8,66.0,1.8,89
3,78,1,4,3,57.0,3.9000000000000004,78
3,61,1,8,6,42.0,4.800000000000001,61
2,57,1,4,5,34.0,3.0,57
7,55,0,4,3,43.0,9.1,55
9,41,0,6,9,37.0,17.099999999999998,41
4,75,1,8,7,57.0,6.8,75
5,59,1,6,2,44.0,6.0,59
3,55,1,8,7,35.0,5.1,55
9,42,0,4,4,36.0,12.6,42
4,95,1,8,3,82.0,5.2,95
5,69,0,9,2,55.0,6.0,69
1,94,1,9,9,74.0,1.9,94
2,41,1,6,6,19.0,3.2,41
9,74,1,7,6,72.0,14.4,74
2,65,1,9,5,42.0,3.0,65
5,96,0,6,2,81.0,6.0,96
8,44,0,7,8,38.0,14.4,44
3,41,0,5,1,21.0,3.3000000000000003,41
6,90,0,6,2,82.0,7.199999999999999,90
4,95,0,9,0,80.0,4.0,95
7,59,1,9,6,51.0,11.200000000000001,59
3,73,0,8,1,53.0,3.3000000000000003,73
6,73,0,7,9,62.0,11.399999999999999,73
9,93,0,9,7,91.0,15.299999999999999,93
1,95,0,8,8,71.0,1.8,95
3,94,1,7,1,74.0,3.3000000000000003,94
2,59,1,6,5,40.0,3.0,59
8,89,1,6,0,83.0,8.0,89
7,64,0,8,7,58.0,11.9,64
2,59,1,6,4,38.0,2.8,59
6,64,1,8,8,56.0,10.8,64
3,92,0,4,2,73.0,3.5999999999999996,92
8,53,0,7,1,46.0,8.8,53
3,99,0,8,6,82.0,4.800000000000001,99
9,86,1,7,6,88.0,14.4,86
1,83,0,4,9,56.0,1.9,83
5,82,1,7,4,68.0,7.0,82
3,82,1,8,6,63.0,4.800000000000001,82
6,78,1,6,5,71.0,9.0,78
2,51,1,7,8,27.0,3.6,51
9,87,1,7,2,85.0,10.799999999999999,87
6,44,0,9,3,34.0,7.800000000000001,44
7,41,1,9,8,33.0,12.6,41
5,93,1,4,9,77.0,9.5,93
9,55,1,5,7,50.0,15.299999999999999,55
1,94,1,6,9,69.0,1.9,94
5,69,1,8,5,55.0,7.5,69
6,86,0,4,2,76.0,7.199999999999999,86
7,82,1,8,8,74.0,12.6,82
4,77,1,8,8,61.0,7.2,77
1,84,1,7,5,60.0,1.5,84
8,90,1,4,1,84.0,8.8,90
4,81,0,4,6,56.0,6.4,81
3,63,1,9,8,43.0,5.4,63
7,90,1,6,8,82.0,12.6,90
2,69,1,5,2,43.0,2.4,69
8,76,1,8,1,73.0,8.8,76
6,96,0,6,4,81.0,8.399999999999999,96
7,98,0,9,9,94.0,13.299999999999999,98
5,92,0,6,6,74.0,8.0,92
9,78,1,8,2,76.0,10.799999999999999,78
5,50,0,7,3,38.0,6.5,50
5,53,0,7,9,38.0,9.5,53
3,62,0,8,1,42.0,3.3000000000000003,62
1,92,0,9,9,71.0,1.9,92
2,55,0,9,1,34.0,2.2,55
